>>> Initializing clothing shape model...
>>> Star initialized.
training... 254900/500000: loss: 133.687
training... 255000/500000: loss: 136.912
training... 255100/500000: loss: 141.176
training... 255200/500000: loss: 148.264
training... 255300/500000: loss: 145.489
training... 255400/500000: loss: 148.523
training... 255500/500000: loss: 140.572
training... 255600/500000: loss: 134.557
training... 255700/500000: loss: 146.358
training... 255800/500000: loss: 150.309
training... 255900/500000: loss: 137.448
training... 256000/500000: loss: 140.705
training... 256100/500000: loss: 137.380
training... 256200/500000: loss: 142.919
training... 256300/500000: loss: 152.039
training... 256400/500000: loss: 144.588
training... 256500/500000: loss: 138.255
training... 256600/500000: loss: 142.275
training... 256700/500000: loss: 149.411
training... 256800/500000: loss: 133.425
training... 256900/500000: loss: 144.639
training... 257000/500000: loss: 135.587
training... 257100/500000: loss: 144.377
training... 257200/500000: loss: 142.018
training... 257300/500000: loss: 132.320
training... 257400/500000: loss: 146.312
training... 257500/500000: loss: 133.994
training... 257600/500000: loss: 140.220
training... 257700/500000: loss: 143.191
training... 257800/500000: loss: 143.021
training... 257900/500000: loss: 140.646
training... 258000/500000: loss: 138.367
training... 258100/500000: loss: 139.993
training... 258200/500000: loss: 141.834
training... 258300/500000: loss: 143.500
training... 258400/500000: loss: 143.448
training... 258500/500000: loss: 134.399
training... 258600/500000: loss: 136.496
training... 258700/500000: loss: 147.232
training... 258800/500000: loss: 137.398
training... 258900/500000: loss: 145.651
training... 259000/500000: loss: 145.574
training... 259100/500000: loss: 134.139
training... 259200/500000: loss: 141.040
training... 259300/500000: loss: 133.773
training... 259400/500000: loss: 134.902
training... 259500/500000: loss: 129.673
training... 259600/500000: loss: 140.278
training... 259700/500000: loss: 144.370
training... 259800/500000: loss: 133.717
training... 259900/500000: loss: 138.758
training... 260000/500000: loss: 139.886
training... 260100/500000: loss: 143.739
training... 260200/500000: loss: 135.007
training... 260300/500000: loss: 144.686
training... 260400/500000: loss: 134.958
training... 260500/500000: loss: 151.687
training... 260600/500000: loss: 137.256
training... 260700/500000: loss: 137.904
training... 260800/500000: loss: 135.569
training... 260900/500000: loss: 137.952
training... 261000/500000: loss: 140.852
training... 261100/500000: loss: 132.709
training... 261200/500000: loss: 135.642
training... 261300/500000: loss: 137.723
training... 261400/500000: loss: 135.931
training... 261500/500000: loss: 133.811
training... 261600/500000: loss: 141.729
training... 261700/500000: loss: 140.392
training... 261800/500000: loss: 147.082
training... 261900/500000: loss: 134.049
training... 262000/500000: loss: 139.965
training... 262100/500000: loss: 143.007
training... 262200/500000: loss: 143.857
training... 262300/500000: loss: 134.867
training... 262400/500000: loss: 146.553
training... 262500/500000: loss: 128.383
training... 262600/500000: loss: 140.867
training... 262700/500000: loss: 128.140
training... 262800/500000: loss: 151.259
training... 262900/500000: loss: 148.378
training... 263000/500000: loss: 130.802
training... 263100/500000: loss: 128.033
training... 263200/500000: loss: 137.593
training... 263300/500000: loss: 141.691
training... 263400/500000: loss: 126.618
training... 263500/500000: loss: 137.197
training... 263600/500000: loss: 136.384
training... 263700/500000: loss: 132.526
training... 263800/500000: loss: 128.901
training... 263900/500000: loss: 131.219
training... 264000/500000: loss: 144.958
training... 264100/500000: loss: 141.749
training... 264200/500000: loss: 124.148
training... 264300/500000: loss: 140.217
training... 264400/500000: loss: 142.123
training... 264500/500000: loss: 130.692
training... 264600/500000: loss: 135.003
training... 264700/500000: loss: 141.425
training... 264800/500000: loss: 140.941
training... 264900/500000: loss: 137.155
training... 265000/500000: loss: 134.878
training... 265100/500000: loss: 137.025
training... 265200/500000: loss: 145.288
training... 265300/500000: loss: 130.720
training... 265400/500000: loss: 138.157
training... 265500/500000: loss: 139.697
training... 265600/500000: loss: 135.047
training... 265700/500000: loss: 143.765
training... 265800/500000: loss: 128.782
training... 265900/500000: loss: 130.691
training... 266000/500000: loss: 143.686
training... 266100/500000: loss: 134.072
training... 266200/500000: loss: 132.771
training... 266300/500000: loss: 142.782
training... 266400/500000: loss: 137.672
training... 266500/500000: loss: 131.324
training... 266600/500000: loss: 143.161
training... 266700/500000: loss: 136.574
training... 266800/500000: loss: 133.180
training... 266900/500000: loss: 143.519
training... 267000/500000: loss: 137.185
training... 267100/500000: loss: 139.126
training... 267200/500000: loss: 137.354
training... 267300/500000: loss: 137.482
training... 267400/500000: loss: 141.177
training... 267500/500000: loss: 138.829
training... 267600/500000: loss: 138.709
training... 267700/500000: loss: 129.219
training... 267800/500000: loss: 141.392
training... 267900/500000: loss: 145.937
training... 268000/500000: loss: 133.314
training... 268100/500000: loss: 141.974
training... 268200/500000: loss: 138.527
training... 268300/500000: loss: 137.315
training... 268400/500000: loss: 132.689
training... 268500/500000: loss: 133.712
training... 268600/500000: loss: 137.680
training... 268700/500000: loss: 138.032
training... 268800/500000: loss: 132.598
training... 268900/500000: loss: 135.885
training... 269000/500000: loss: 134.285
training... 269100/500000: loss: 135.714
training... 269200/500000: loss: 141.854
training... 269300/500000: loss: 137.149
training... 269400/500000: loss: 135.475
training... 269500/500000: loss: 142.631
training... 269600/500000: loss: 134.814
training... 269700/500000: loss: 140.159
training... 269800/500000: loss: 140.101
training... 269900/500000: loss: 141.505
training... 270000/500000: loss: 140.791
training... 270100/500000: loss: 140.669
training... 270200/500000: loss: 139.545
training... 270300/500000: loss: 135.668
training... 270400/500000: loss: 127.798
training... 270500/500000: loss: 138.075
training... 270600/500000: loss: 139.436
training... 270700/500000: loss: 145.182
training... 270800/500000: loss: 132.779
training... 270900/500000: loss: 146.987
training... 271000/500000: loss: 134.860
training... 271100/500000: loss: 150.859
training... 271200/500000: loss: 135.987
training... 271300/500000: loss: 138.291
training... 271400/500000: loss: 135.065
training... 271500/500000: loss: 137.638
training... 271600/500000: loss: 129.895
training... 271700/500000: loss: 137.752
training... 271800/500000: loss: 133.996
training... 271900/500000: loss: 142.168
training... 272000/500000: loss: 135.446
training... 272100/500000: loss: 140.839
training... 272200/500000: loss: 136.447
training... 272300/500000: loss: 143.826
training... 272400/500000: loss: 150.469
training... 272500/500000: loss: 146.114
training... 272600/500000: loss: 132.920
training... 272700/500000: loss: 130.317
training... 272800/500000: loss: 136.379
training... 272900/500000: loss: 142.505
training... 273000/500000: loss: 137.396
training... 273100/500000: loss: 139.963
training... 273200/500000: loss: 139.180
training... 273300/500000: loss: 137.002
training... 273400/500000: loss: 133.349
training... 273500/500000: loss: 137.539
training... 273600/500000: loss: 138.471
training... 273700/500000: loss: 141.418
training... 273800/500000: loss: 133.735
training... 273900/500000: loss: 140.189
training... 274000/500000: loss: 138.574
training... 274100/500000: loss: 130.964
training... 274200/500000: loss: 149.645
training... 274300/500000: loss: 130.290
training... 274400/500000: loss: 144.172
training... 274500/500000: loss: 138.112
training... 274600/500000: loss: 138.637
training... 274700/500000: loss: 140.270
training... 274800/500000: loss: 143.963
training... 274900/500000: loss: 144.537
training... 275000/500000: loss: 145.768
training... 275100/500000: loss: 133.990
training... 275200/500000: loss: 136.923
training... 275300/500000: loss: 134.062
training... 275400/500000: loss: 134.279
training... 275500/500000: loss: 148.319
training... 275600/500000: loss: 138.718
training... 275700/500000: loss: 137.620
training... 275800/500000: loss: 141.180
training... 275900/500000: loss: 141.026
training... 276000/500000: loss: 135.497
training... 276100/500000: loss: 145.243
training... 276200/500000: loss: 134.866
training... 276300/500000: loss: 128.358
training... 276400/500000: loss: 140.722
training... 276500/500000: loss: 139.063
training... 276600/500000: loss: 149.041
training... 276700/500000: loss: 138.824
training... 276800/500000: loss: 138.287
training... 276900/500000: loss: 148.303
training... 277000/500000: loss: 133.520
training... 277100/500000: loss: 133.585
training... 277200/500000: loss: 142.618
training... 277300/500000: loss: 141.368
training... 277400/500000: loss: 136.681
training... 277500/500000: loss: 138.168
training... 277600/500000: loss: 137.278
training... 277700/500000: loss: 133.545
training... 277800/500000: loss: 138.794
training... 277900/500000: loss: 124.148
training... 278000/500000: loss: 142.119
training... 278100/500000: loss: 139.694
training... 278200/500000: loss: 137.919
training... 278300/500000: loss: 135.293
training... 278400/500000: loss: 135.672
training... 278500/500000: loss: 132.406
training... 278600/500000: loss: 134.463
training... 278700/500000: loss: 138.936
training... 278800/500000: loss: 145.194
training... 278900/500000: loss: 141.902
training... 279000/500000: loss: 144.292
training... 279100/500000: loss: 141.414
training... 279200/500000: loss: 140.950
training... 279300/500000: loss: 130.116
training... 279400/500000: loss: 136.234
training... 279500/500000: loss: 134.080
training... 279600/500000: loss: 147.326
training... 279700/500000: loss: 130.093
training... 279800/500000: loss: 133.389
training... 279900/500000: loss: 147.881
training... 280000/500000: loss: 134.461
training... 280100/500000: loss: 146.521
training... 280200/500000: loss: 133.988
training... 280300/500000: loss: 135.965
training... 280400/500000: loss: 139.446
training... 280500/500000: loss: 141.695
training... 280600/500000: loss: 144.177
training... 280700/500000: loss: 135.241
training... 280800/500000: loss: 144.034
training... 280900/500000: loss: 134.820
training... 281000/500000: loss: 136.737
training... 281100/500000: loss: 132.034
training... 281200/500000: loss: 141.934
training... 281300/500000: loss: 157.778
training... 281400/500000: loss: 133.576
training... 281500/500000: loss: 128.111
training... 281600/500000: loss: 134.820
training... 281700/500000: loss: 134.657
training... 281800/500000: loss: 149.393
training... 281900/500000: loss: 141.909
training... 282000/500000: loss: 143.820
training... 282100/500000: loss: 135.828
training... 282200/500000: loss: 138.168
training... 282300/500000: loss: 135.905
training... 282400/500000: loss: 133.178
training... 282500/500000: loss: 133.479
training... 282600/500000: loss: 134.576
training... 282700/500000: loss: 133.380
training... 282800/500000: loss: 132.534
training... 282900/500000: loss: 137.516
training... 283000/500000: loss: 143.171
training... 283100/500000: loss: 145.297
training... 283200/500000: loss: 138.792
training... 283300/500000: loss: 138.653
training... 283400/500000: loss: 137.148
training... 283500/500000: loss: 139.282
training... 283600/500000: loss: 134.252
training... 283700/500000: loss: 132.214
training... 283800/500000: loss: 138.555
training... 283900/500000: loss: 145.175
training... 284000/500000: loss: 131.827
training... 284100/500000: loss: 134.702
training... 284200/500000: loss: 127.642
training... 284300/500000: loss: 138.582
training... 284400/500000: loss: 141.421
training... 284500/500000: loss: 137.559
training... 284600/500000: loss: 137.419
training... 284700/500000: loss: 137.978
training... 284800/500000: loss: 136.973
training... 284900/500000: loss: 146.625
training... 285000/500000: loss: 132.536
training... 285100/500000: loss: 150.220
training... 285200/500000: loss: 136.539
training... 285300/500000: loss: 138.132
training... 285400/500000: loss: 131.134
training... 285500/500000: loss: 136.056
training... 285600/500000: loss: 133.083
training... 285700/500000: loss: 144.640
training... 285800/500000: loss: 149.421
training... 285900/500000: loss: 136.685
training... 286000/500000: loss: 142.584
training... 286100/500000: loss: 145.762
training... 286200/500000: loss: 135.025
training... 286300/500000: loss: 135.943
training... 286400/500000: loss: 152.039
training... 286500/500000: loss: 148.963
training... 286600/500000: loss: 141.887
training... 286700/500000: loss: 148.853
training... 286800/500000: loss: 138.326
training... 286900/500000: loss: 139.961
training... 287000/500000: loss: 144.116
training... 287100/500000: loss: 135.707
training... 287200/500000: loss: 134.860
training... 287300/500000: loss: 151.819
training... 287400/500000: loss: 130.949
training... 287500/500000: loss: 139.567
training... 287600/500000: loss: 131.920
training... 287700/500000: loss: 136.796
training... 287800/500000: loss: 142.983
training... 287900/500000: loss: 141.123
training... 288000/500000: loss: 137.444
training... 288100/500000: loss: 138.871
training... 288200/500000: loss: 130.967
training... 288300/500000: loss: 143.842
training... 288400/500000: loss: 137.964
training... 288500/500000: loss: 137.487
training... 288600/500000: loss: 133.617
training... 288700/500000: loss: 147.059
training... 288800/500000: loss: 130.909
training... 288900/500000: loss: 142.215
training... 289000/500000: loss: 134.687
training... 289100/500000: loss: 137.486
training... 289200/500000: loss: 140.341
training... 289300/500000: loss: 144.986
training... 289400/500000: loss: 135.048
training... 289500/500000: loss: 138.047
training... 289600/500000: loss: 137.585
training... 289700/500000: loss: 144.745
training... 289800/500000: loss: 136.656
training... 289900/500000: loss: 140.187
training... 290000/500000: loss: 143.263
training... 290100/500000: loss: 146.156
training... 290200/500000: loss: 137.496
training... 290300/500000: loss: 140.551
training... 290400/500000: loss: 129.345
training... 290500/500000: loss: 137.223
training... 290600/500000: loss: 133.521
training... 290700/500000: loss: 133.622
training... 290800/500000: loss: 128.607
training... 290900/500000: loss: 146.206
training... 291000/500000: loss: 138.853
training... 291100/500000: loss: 136.297
training... 291200/500000: loss: 136.170
training... 291300/500000: loss: 138.059
training... 291400/500000: loss: 143.334
training... 291500/500000: loss: 138.114
training... 291600/500000: loss: 132.309
training... 291700/500000: loss: 138.730
training... 291800/500000: loss: 135.887
training... 291900/500000: loss: 140.459
training... 292000/500000: loss: 141.257
training... 292100/500000: loss: 136.862
training... 292200/500000: loss: 137.778
training... 292300/500000: loss: 124.695
training... 292400/500000: loss: 137.853
training... 292500/500000: loss: 135.444
training... 292600/500000: loss: 143.960
training... 292700/500000: loss: 139.884
training... 292800/500000: loss: 137.596
training... 292900/500000: loss: 136.711
training... 293000/500000: loss: 149.438
training... 293100/500000: loss: 136.459
training... 293200/500000: loss: 138.852
training... 293300/500000: loss: 146.715
training... 293400/500000: loss: 128.953
training... 293500/500000: loss: 144.105
training... 293600/500000: loss: 142.324
training... 293700/500000: loss: 135.581
training... 293800/500000: loss: 140.624
training... 293900/500000: loss: 140.112
training... 294000/500000: loss: 130.303
training... 294100/500000: loss: 143.557
training... 294200/500000: loss: 148.422
training... 294300/500000: loss: 141.839
training... 294400/500000: loss: 136.854
training... 294500/500000: loss: 139.785
training... 294600/500000: loss: 139.115
training... 294700/500000: loss: 136.716
training... 294800/500000: loss: 144.259
training... 294900/500000: loss: 138.307
training... 295000/500000: loss: 124.945
training... 295100/500000: loss: 137.356
training... 295200/500000: loss: 133.759
training... 295300/500000: loss: 130.027
training... 295400/500000: loss: 146.787
training... 295500/500000: loss: 130.946
training... 295600/500000: loss: 133.947
training... 295700/500000: loss: 132.065
training... 295800/500000: loss: 137.970
training... 295900/500000: loss: 134.479
training... 296000/500000: loss: 138.319
training... 296100/500000: loss: 135.624
training... 296200/500000: loss: 144.660
training... 296300/500000: loss: 140.023
training... 296400/500000: loss: 138.192
training... 296500/500000: loss: 137.141
training... 296600/500000: loss: 131.410
training... 296700/500000: loss: 127.010
training... 296800/500000: loss: 143.999
training... 296900/500000: loss: 137.318
training... 297000/500000: loss: 136.094
training... 297100/500000: loss: 141.724
training... 297200/500000: loss: 131.386
training... 297300/500000: loss: 142.180
training... 297400/500000: loss: 138.544
training... 297500/500000: loss: 136.262
training... 297600/500000: loss: 135.082
training... 297700/500000: loss: 130.602
training... 297800/500000: loss: 144.092
training... 297900/500000: loss: 131.336
training... 298000/500000: loss: 138.018
training... 298100/500000: loss: 138.306
training... 298200/500000: loss: 141.854
training... 298300/500000: loss: 125.362
training... 298400/500000: loss: 142.844
training... 298500/500000: loss: 143.596
training... 298600/500000: loss: 135.393
training... 298700/500000: loss: 140.576
training... 298800/500000: loss: 138.947
training... 298900/500000: loss: 133.150
training... 299000/500000: loss: 138.887
training... 299100/500000: loss: 137.486
training... 299200/500000: loss: 138.604
training... 299300/500000: loss: 140.147
training... 299400/500000: loss: 129.333
training... 299500/500000: loss: 134.248
training... 299600/500000: loss: 131.372
training... 299700/500000: loss: 136.591
training... 299800/500000: loss: 139.902
training... 299900/500000: loss: 138.498
training... 300000/500000: loss: 145.368
training... 300100/500000: loss: 142.809
training... 300200/500000: loss: 127.881
training... 300300/500000: loss: 141.712
training... 300400/500000: loss: 136.534
training... 300500/500000: loss: 147.590
training... 300600/500000: loss: 137.737
training... 300700/500000: loss: 143.185
training... 300800/500000: loss: 133.319
training... 300900/500000: loss: 135.886
training... 301000/500000: loss: 135.922
training... 301100/500000: loss: 139.424
training... 301200/500000: loss: 135.542
training... 301300/500000: loss: 125.159
training... 301400/500000: loss: 137.844
training... 301500/500000: loss: 137.851
training... 301600/500000: loss: 142.483
training... 301700/500000: loss: 127.619
training... 301800/500000: loss: 131.615
training... 301900/500000: loss: 133.647
training... 302000/500000: loss: 134.126
training... 302100/500000: loss: 133.412
training... 302200/500000: loss: 140.668
training... 302300/500000: loss: 145.987
training... 302400/500000: loss: 121.450
training... 302500/500000: loss: 143.028
training... 302600/500000: loss: 140.248
training... 302700/500000: loss: 135.345
training... 302800/500000: loss: 145.236
training... 302900/500000: loss: 135.962
training... 303000/500000: loss: 137.425
training... 303100/500000: loss: 140.124
training... 303200/500000: loss: 136.447
training... 303300/500000: loss: 138.358
training... 303400/500000: loss: 131.778
training... 303500/500000: loss: 134.281
training... 303600/500000: loss: 130.013
training... 303700/500000: loss: 143.175
training... 303800/500000: loss: 138.878
training... 303900/500000: loss: 121.473
training... 304000/500000: loss: 138.715
training... 304100/500000: loss: 132.152
training... 304200/500000: loss: 126.326
training... 304300/500000: loss: 136.094
training... 304400/500000: loss: 125.707
training... 304500/500000: loss: 139.652
training... 304600/500000: loss: 139.713
training... 304700/500000: loss: 123.024
training... 304800/500000: loss: 141.797
training... 304900/500000: loss: 134.382
training... 305000/500000: loss: 138.618
training... 305100/500000: loss: 133.690
training... 305200/500000: loss: 133.759
training... 305300/500000: loss: 133.411
training... 305400/500000: loss: 141.216
training... 305500/500000: loss: 131.084
training... 305600/500000: loss: 135.369
training... 305700/500000: loss: 138.094
training... 305800/500000: loss: 140.051
training... 305900/500000: loss: 132.098
training... 306000/500000: loss: 131.523
training... 306100/500000: loss: 134.738
training... 306200/500000: loss: 134.620
training... 306300/500000: loss: 135.847
training... 306400/500000: loss: 136.096
training... 306500/500000: loss: 142.750
training... 306600/500000: loss: 137.939
training... 306700/500000: loss: 135.567
training... 306800/500000: loss: 135.858
training... 306900/500000: loss: 132.940
training... 307000/500000: loss: 133.368
training... 307100/500000: loss: 140.549
training... 307200/500000: loss: 136.278
training... 307300/500000: loss: 135.160
training... 307400/500000: loss: 133.878
training... 307500/500000: loss: 130.974
training... 307600/500000: loss: 145.750
training... 307700/500000: loss: 140.116
training... 307800/500000: loss: 130.450
training... 307900/500000: loss: 142.584
training... 308000/500000: loss: 131.631
training... 308100/500000: loss: 141.582
training... 308200/500000: loss: 132.659
training... 308300/500000: loss: 134.629
training... 308400/500000: loss: 145.718
training... 308500/500000: loss: 141.093
training... 308600/500000: loss: 145.819
training... 308700/500000: loss: 140.151
training... 308800/500000: loss: 132.096
training... 308900/500000: loss: 138.717
training... 309000/500000: loss: 137.956
training... 309100/500000: loss: 138.574
training... 309200/500000: loss: 143.882
training... 309300/500000: loss: 131.732
training... 309400/500000: loss: 127.420
training... 309500/500000: loss: 122.750
training... 309600/500000: loss: 142.025
training... 309700/500000: loss: 138.241
training... 309800/500000: loss: 146.442
training... 309900/500000: loss: 142.905
training... 310000/500000: loss: 140.713
training... 310100/500000: loss: 136.889
training... 310200/500000: loss: 137.328
training... 310300/500000: loss: 141.804
training... 310400/500000: loss: 140.335
training... 310500/500000: loss: 136.788
training... 310600/500000: loss: 133.299
training... 310700/500000: loss: 132.643
training... 310800/500000: loss: 133.038
training... 310900/500000: loss: 137.424
training... 311000/500000: loss: 136.399
training... 311100/500000: loss: 128.192
training... 311200/500000: loss: 130.983
training... 311300/500000: loss: 134.133
training... 311400/500000: loss: 138.319
training... 311500/500000: loss: 139.732
training... 311600/500000: loss: 142.679
training... 311700/500000: loss: 134.897
training... 311800/500000: loss: 127.078
training... 311900/500000: loss: 128.681
training... 312000/500000: loss: 142.187
training... 312100/500000: loss: 141.358
training... 312200/500000: loss: 137.237
training... 312300/500000: loss: 132.771
training... 312400/500000: loss: 133.528
training... 312500/500000: loss: 138.672
training... 312600/500000: loss: 128.604
training... 312700/500000: loss: 140.711
training... 312800/500000: loss: 130.325
training... 312900/500000: loss: 141.434
training... 313000/500000: loss: 129.394
training... 313100/500000: loss: 144.406
training... 313200/500000: loss: 140.245
training... 313300/500000: loss: 141.979
training... 313400/500000: loss: 139.649
training... 313500/500000: loss: 128.357
training... 313600/500000: loss: 126.703
training... 313700/500000: loss: 137.387
training... 313800/500000: loss: 136.435
training... 313900/500000: loss: 131.222
training... 314000/500000: loss: 127.039
training... 314100/500000: loss: 125.272
training... 314200/500000: loss: 137.884
training... 314300/500000: loss: 136.713
training... 314400/500000: loss: 129.334
training... 314500/500000: loss: 133.897
training... 314600/500000: loss: 134.756
training... 314700/500000: loss: 128.987
training... 314800/500000: loss: 139.829
training... 314900/500000: loss: 141.424
training... 315000/500000: loss: 132.436
training... 315100/500000: loss: 135.218
training... 315200/500000: loss: 139.522
training... 315300/500000: loss: 140.326
training... 315400/500000: loss: 138.547
training... 315500/500000: loss: 131.298
training... 315600/500000: loss: 129.670
training... 315700/500000: loss: 142.689
training... 315800/500000: loss: 131.515
training... 315900/500000: loss: 139.586
training... 316000/500000: loss: 127.385
training... 316100/500000: loss: 136.069
training... 316200/500000: loss: 136.611
training... 316300/500000: loss: 134.531
training... 316400/500000: loss: 136.532
training... 316500/500000: loss: 132.923
training... 316600/500000: loss: 140.359
training... 316700/500000: loss: 129.218
training... 316800/500000: loss: 131.508
training... 316900/500000: loss: 137.394
training... 317000/500000: loss: 137.832
training... 317100/500000: loss: 138.414
training... 317200/500000: loss: 131.372
training... 317300/500000: loss: 132.043
training... 317400/500000: loss: 135.984
training... 317500/500000: loss: 129.539
training... 317600/500000: loss: 138.697
training... 317700/500000: loss: 134.064
training... 317800/500000: loss: 136.223
training... 317900/500000: loss: 133.215
training... 318000/500000: loss: 134.049
training... 318100/500000: loss: 139.789
training... 318200/500000: loss: 132.702
training... 318300/500000: loss: 133.191
training... 318400/500000: loss: 132.275
training... 318500/500000: loss: 137.472
training... 318600/500000: loss: 139.684
training... 318700/500000: loss: 130.015
training... 318800/500000: loss: 137.539
training... 318900/500000: loss: 130.638
training... 319000/500000: loss: 134.143
training... 319100/500000: loss: 139.548
training... 319200/500000: loss: 137.095
training... 319300/500000: loss: 144.004
training... 319400/500000: loss: 131.951
training... 319500/500000: loss: 139.695
training... 319600/500000: loss: 144.333
training... 319700/500000: loss: 141.547
training... 319800/500000: loss: 136.389
training... 319900/500000: loss: 139.198
training... 320000/500000: loss: 138.245
training... 320100/500000: loss: 128.915
training... 320200/500000: loss: 139.832
training... 320300/500000: loss: 146.310
training... 320400/500000: loss: 128.893
training... 320500/500000: loss: 131.494
training... 320600/500000: loss: 139.676
training... 320700/500000: loss: 134.687
training... 320800/500000: loss: 136.745
training... 320900/500000: loss: 140.490
training... 321000/500000: loss: 132.255
training... 321100/500000: loss: 130.003
training... 321200/500000: loss: 135.600
training... 321300/500000: loss: 139.806
training... 321400/500000: loss: 137.298
training... 321500/500000: loss: 134.279
training... 321600/500000: loss: 138.762
training... 321700/500000: loss: 136.174
training... 321800/500000: loss: 136.142
training... 321900/500000: loss: 133.978
training... 322000/500000: loss: 136.108
training... 322100/500000: loss: 143.365
training... 322200/500000: loss: 141.165
training... 322300/500000: loss: 136.767
training... 322400/500000: loss: 140.107
training... 322500/500000: loss: 133.434
training... 322600/500000: loss: 144.950
training... 322700/500000: loss: 135.835
training... 322800/500000: loss: 128.636
training... 322900/500000: loss: 135.765
training... 323000/500000: loss: 139.931
training... 323100/500000: loss: 132.604
training... 323200/500000: loss: 135.505
training... 323300/500000: loss: 131.536
training... 323400/500000: loss: 149.513
training... 323500/500000: loss: 140.613
training... 323600/500000: loss: 130.653
training... 323700/500000: loss: 138.254
training... 323800/500000: loss: 137.389
training... 323900/500000: loss: 130.442
training... 324000/500000: loss: 135.591
training... 324100/500000: loss: 128.470
training... 324200/500000: loss: 126.360
training... 324300/500000: loss: 134.893
training... 324400/500000: loss: 139.707
training... 324500/500000: loss: 136.791
training... 324600/500000: loss: 128.736
training... 324700/500000: loss: 135.521
training... 324800/500000: loss: 138.816
training... 324900/500000: loss: 137.824
training... 325000/500000: loss: 134.720
training... 325100/500000: loss: 145.335
training... 325200/500000: loss: 129.234
training... 325300/500000: loss: 126.978
training... 325400/500000: loss: 134.016
training... 325500/500000: loss: 144.306
training... 325600/500000: loss: 133.271
training... 325700/500000: loss: 135.184
training... 325800/500000: loss: 127.151
training... 325900/500000: loss: 138.342
training... 326000/500000: loss: 134.948
training... 326100/500000: loss: 133.318
training... 326200/500000: loss: 141.029
training... 326300/500000: loss: 136.545
training... 326400/500000: loss: 142.786
training... 326500/500000: loss: 137.932
training... 326600/500000: loss: 132.609
training... 326700/500000: loss: 131.376
training... 326800/500000: loss: 122.783
training... 326900/500000: loss: 134.320
training... 327000/500000: loss: 138.919
training... 327100/500000: loss: 146.543
training... 327200/500000: loss: 134.025
training... 327300/500000: loss: 144.002
training... 327400/500000: loss: 154.421
training... 327500/500000: loss: 130.926
training... 327600/500000: loss: 131.914
training... 327700/500000: loss: 138.650
training... 327800/500000: loss: 142.607
training... 327900/500000: loss: 133.403
training... 328000/500000: loss: 136.086
training... 328100/500000: loss: 137.939
training... 328200/500000: loss: 134.999
training... 328300/500000: loss: 132.113
training... 328400/500000: loss: 129.736
training... 328500/500000: loss: 139.285
training... 328600/500000: loss: 139.265
training... 328700/500000: loss: 132.313
training... 328800/500000: loss: 139.426
training... 328900/500000: loss: 128.253
training... 329000/500000: loss: 132.342
training... 329100/500000: loss: 134.387
training... 329200/500000: loss: 133.231
training... 329300/500000: loss: 139.827
training... 329400/500000: loss: 131.908
training... 329500/500000: loss: 142.260
training... 329600/500000: loss: 145.033
training... 329700/500000: loss: 136.944
training... 329800/500000: loss: 130.210
training... 329900/500000: loss: 131.500
training... 330000/500000: loss: 127.209
training... 330100/500000: loss: 129.726
training... 330200/500000: loss: 140.333
training... 330300/500000: loss: 134.570
training... 330400/500000: loss: 137.084
training... 330500/500000: loss: 147.069
training... 330600/500000: loss: 134.770
training... 330700/500000: loss: 135.878
training... 330800/500000: loss: 145.026
training... 330900/500000: loss: 134.110
training... 331000/500000: loss: 126.988
training... 331100/500000: loss: 138.653
training... 331200/500000: loss: 135.486
training... 331300/500000: loss: 131.780
training... 331400/500000: loss: 140.104
training... 331500/500000: loss: 144.146
training... 331600/500000: loss: 131.546
training... 331700/500000: loss: 132.331
training... 331800/500000: loss: 134.264
training... 331900/500000: loss: 141.203
training... 332000/500000: loss: 135.626
training... 332100/500000: loss: 137.195
training... 332200/500000: loss: 142.056
training... 332300/500000: loss: 124.990
training... 332400/500000: loss: 125.788
training... 332500/500000: loss: 136.716
training... 332600/500000: loss: 138.319
training... 332700/500000: loss: 133.311
training... 332800/500000: loss: 142.244
training... 332900/500000: loss: 137.823
training... 333000/500000: loss: 132.334
training... 333100/500000: loss: 131.974
training... 333200/500000: loss: 132.022
training... 333300/500000: loss: 137.576
training... 333400/500000: loss: 136.874
training... 333500/500000: loss: 135.533
training... 333600/500000: loss: 135.731
training... 333700/500000: loss: 134.206
training... 333800/500000: loss: 128.913
training... 333900/500000: loss: 122.638
training... 334000/500000: loss: 134.175
training... 334100/500000: loss: 138.290
training... 334200/500000: loss: 139.349
training... 334300/500000: loss: 138.206
training... 334400/500000: loss: 131.684
training... 334500/500000: loss: 140.001
training... 334600/500000: loss: 138.965
training... 334700/500000: loss: 130.210
training... 334800/500000: loss: 146.403
training... 334900/500000: loss: 139.229
training... 335000/500000: loss: 129.276
training... 335100/500000: loss: 143.680
training... 335200/500000: loss: 130.106
training... 335300/500000: loss: 134.461
training... 335400/500000: loss: 139.258
training... 335500/500000: loss: 128.640
training... 335600/500000: loss: 135.824
training... 335700/500000: loss: 133.624
training... 335800/500000: loss: 132.289
training... 335900/500000: loss: 128.099
training... 336000/500000: loss: 139.774
training... 336100/500000: loss: 130.968
training... 336200/500000: loss: 134.526
training... 336300/500000: loss: 136.302
training... 336400/500000: loss: 136.689
training... 336500/500000: loss: 140.416
training... 336600/500000: loss: 132.659
training... 336700/500000: loss: 134.362
training... 336800/500000: loss: 132.988
training... 336900/500000: loss: 137.647
training... 337000/500000: loss: 132.624
